x,y,z,v
0.534428725,0.2622625089,0.5599898174,0.6184305129
0.9989386221,0.9057762275,0.6974975633,0.1932703347
0.1933982413,0.1050110651,0.5889336976,0.3581572125
0.9823128266,0.2797887572,0.1843159252,0.2489556434
0.4904733788,0.5546334197,0.5523404245,0.7897686854
0.7477880857,0.0203964258,0.9589280666,0.1574821841
0.9252310984,0.4871681698,0.0893520095,0.2747404344
0.0526026997,0.9218705003,0.4097528197,0.2445082143
0.9077590647,0.4944113583,0.7820557189,0.3701886198
0.8695934701,0.690935508,0.3343188402,0.4182464985
0.9608450404,0.0235156625,0.3931224881,0.1945804859
0.4544547639,0.1954265567,0.8639801924,0.389243555
0.3445517028,0.9521310535,0.0215255675,0.1896198707
0.1814975096,0.2379880835,0.4335933037,0.4482887282
0.0892784427,0.3839917327,0.1986442627,0.3435644999
0.6653460559,0.8407859359,0.8169383144,0.3721385063
0.2203435269,0.9656928381,0.3485150414,0.3020881244
0.8790159578,0.4066135207,0.6334525648,0.4534921108
0.4351909137,0.7973373982,0.0702711394,0.3394547631
0.4351811069,0.1131372598,0.3432317074,0.4436031432
0.0732657426,0.3757036198,0.50024382,0.4215574342
0.644406111,0.7858667555,0.5250004492,0.5447810276
0.756305656,0.1980193351,0.1795031028,0.3565127225
0.8996659567,0.4597209891,0.7638623497,0.3854230575
0.6825881271,0.7367330294,0.6621422887,0.5259209005
0.3012990604,0.3476373241,0.792477446,0.4810065668
0.0865565365,0.3004642099,0.8129682083,0.3104184128
0.0421286432,0.6892087005,0.385207029,0.3574749757
0.4616250802,0.9213045978,0.9162832329,0.2725088256
0.02303428,0.6399530106,0.2572940856,0.3128624042
0.8347259695,0.8056977472,0.6998366233,0.3706192438
0.138024968,0.3405246541,0.0675626993,0.2799705183
0.8304352884,0.1141640784,0.7441919012,0.3023885324
0.9077913961,0.8236495343,0.8436371752,0.2422230697
0.724509081,0.0846541386,0.091546439,0.2417251367
0.1206736149,0.0897049186,0.758703451,0.2502673054
0.3937018856,0.2676819996,0.5028267012,0.6105279817
0.4960492478,0.3324569377,0.4629601291,0.6943913798
0.7832525712,0.7736390004,0.6018076366,0.459239076
0.3967061569,0.2262678901,0.0954549723,0.3667703934
0.0428036742,0.4119245463,0.9250495513,0.2355867573
0.4063226071,0.6730445873,0.8238667281,0.4870669091
0.5567263441,0.8210499264,0.2593653657,0.4608143963
0.5592416906,0.9012447973,0.0700987189,0.2749906528
0.6384119732,0.6510454672,0.3042892856,0.5826964585
0.9798633371,0.5523820339,0.5814304271,0.376491325
0.9628448317,0.7487761635,0.5941262873,0.3321952101
0.3706260702,0.252344383,0.7096924064,0.5166805546
0.218632948,0.994277475,0.7809678472,0.2316591283
0.3168673543,0.0835500112,0.2528727206,0.348299558
0.7906319198,0.2219688163,0.723273431,0.4060044512
0.1247621915,0.1237534864,0.525949755,0.3340120188
0.9565921184,0.3952253068,0.8622134365,0.2738660735
0.505859251,0.4401271036,0.7924990443,0.5674039286
0.3055876407,0.3310139194,0.9801331168,0.3211581991
0.6631613025,0.276597142,0.5381954648,0.586759686
0.1150634772,0.9736670898,0.2515394538,0.2070342949
0.8232522632,0.4894588125,0.8950760974,0.3554489991
0.4975627763,0.5231172818,0.4102074437,0.7732727653
0.6119855439,0.1610955916,0.4975586061,0.5090899468
0.682962104,0.0776563653,0.419031434,0.3986869975
0.6726203319,0.7876597129,0.9536890857,0.3017739741
0.0913773174,0.9450365906,0.7027720889,0.2287290962
0.602766628,0.7837863102,0.8969436441,0.3673672982
0.6155271592,0.9020927012,0.2874681981,0.3967761824
0.8478364911,0.5960036262,0.5907624708,0.4939437637
0.246004391,0.3808873582,0.0403679333,0.3275430665
0.4305861098,0.0345780167,0.2477172503,0.3320942318
0.5289812609,0.0837675568,0.7474209829,0.3809413873
0.9523989413,0.4010429585,0.1831988612,0.304936944
0.114349951,0.133078384,0.5551008282,0.3308679187
